id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,activity,stage
0,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,49742,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563303070719,1563303100732,30013,14,3142,1563303070719,1563303100732,30013,7,2409,1563303070720,1563303100732,30012,7,733,66,224.4285714285714,517.2132002428925,2005,66,344.1428571428572,732.3752290939913,2005,66,104.71428571428572,98.94563201697233,329,0,2308.692307692308,4386.120597684918,10240,1,5002.166666666667,5477.898772948133,10240,1,5002.0,5477.725878501041,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
1,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,49748,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563303250753,1563303280766,30013,14,3142,1563303250753,1563303280766,30013,7,2409,1563303250753,1563303280766,30013,7,733,66,224.4285714285714,517.2132002428925,2005,66,344.1428571428572,732.3752290939913,2005,66,104.71428571428572,98.94563201697233,329,0,2308.692307692308,4387.712091447649,10240,0,5002.166666666667,5481.297890706787,10240,1,5002.166666666666,5480.975147422826,10241,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
2,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,49750,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563303310761,1563303340775,30014,14,3142,1563303310761,1563303340774,30013,7,2409,1563303310761,1563303340775,30014,7,733,66,224.4285714285714,517.2132002428925,2005,66,344.1428571428572,732.3752290939913,2005,66,104.71428571428572,98.94563201697233,329,0,2308.769230769231,4386.739167723678,10240,0,5002.166666666667,5479.168638275944,10240,1,5002.333333333333,5479.002962826966,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
3,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,22,192.168.3.1,00:0e:0c:b4:40:5e,00:0e:0c,56702,6,4,0,0,1563303051064,1563303052779,1715,9,938,1563303051064,1563303052779,1715,4,568,1563303051065,1563303052779,1714,5,370,66,104.22222222222224,43.77721375835201,186,106,142.0,35.47769252173352,186,66,74.0,17.88854381999832,106,0,214.375,605.5361113450272,1713,0,571.6666666666666,989.2898126096992,1714,0,428.5,856.3334630854969,1713,0,0,0,0,9,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,1,0,0,SSH,RemoteAccess,1,1,,,,,,Normal,Benign
4,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,53917,91.189.89.198,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563303334173,1563303334173,0,1,90,1563303334173,1563303334173,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
5,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,33727,91.189.89.199,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563303323923,1563303323923,0,1,90,1563303323923,1563303323923,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
6,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,49758,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563303550800,1563303580815,30015,14,3142,1563303550800,1563303580815,30015,7,2409,1563303550800,1563303580815,30015,7,733,66,224.4285714285714,517.2132002428925,2005,66,344.1428571428572,732.3752290939913,2005,66,104.71428571428572,98.94563201697233,329,0,2308.8461538461543,4388.155190323033,10240,0,5002.5,5481.952891078142,10240,1,5002.5,5481.629894474818,10241,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
7,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,49760,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563303610811,1563303640844,30033,14,3142,1563303610811,1563303640844,30033,7,2409,1563303610812,1563303640844,30032,7,733,66,224.4285714285714,517.2132002428925,2005,66,344.1428571428572,732.3752290939913,2005,66,104.71428571428572,98.94563201697233,329,0,2310.230769230769,4387.7568709962,10240,0,5005.5,5479.075204813309,10240,1,5005.333333333333,5479.271946770544,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
8,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,49766,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563303790837,1563303820858,30021,14,3142,1563303790837,1563303820858,30021,7,2409,1563303790837,1563303820858,30021,7,733,66,224.4285714285714,517.2132002428925,2005,66,344.1428571428572,732.3752290939913,2005,66,104.71428571428572,98.94563201697233,329,0,2309.3076923076924,4385.882396671837,10240,0,5003.5,5476.65338505186,10240,1,5003.5,5476.298485290954,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
9,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,49752,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563303370769,1563303400834,30065,14,3142,1563303370769,1563303400834,30065,7,2409,1563303370770,1563303400834,30064,7,733,66,224.4285714285714,517.2132002428925,2005,66,344.1428571428572,732.3752290939913,2005,66,104.71428571428572,98.94563201697233,329,0,2312.692307692308,4383.609574019553,10200,1,5010.833333333334,5467.952136464498,10200,1,5010.666666666667,5468.140622429773,10200,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
