id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,activity,stage
0,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,22,192.168.3.1,00:0e:0c:b4:40:5e,00:0e:0c,55076,6,4,0,0,1563564935694,1563564981577,45883,307,33318,1563564935694,1563564981577,45883,138,20860,1563564935694,1563564981577,45883,169,12458,66,108.52768729641691,59.22435780745804,490,106,151.159420289855,64.61601871141579,490,66,73.71597633136089,16.489962109731746,122,0,149.94444444444437,1510.1229827841737,25763,0,334.9124087591242,2247.670449188162,25763,0,273.1130952380953,2032.5089225061247,25763,0,0,0,0,307,169,0,0,0,0,0,0,138,138,0,0,0,0,0,0,169,31,0,0,SSH,RemoteAccess,0,1,,,,,,Normal,Benign
1,1,0.0.0.0,24:b6:fd:f4:38:e8,24:b6:fd,68,255.255.255.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,67,17,4,0,0,1563564936992,1563566735467,1798475,1305,433290,1563564936992,1563566735467,1798475,1305,433290,0,0,0,0,0,331,332.0229885057477,2.4940589445800114,342,331,332.0229885057477,2.4940589445800114,342,0,0.0,0.0,0,7,1379.1986196318985,1035.4988437357076,4237,7,1379.1986196318985,1035.4988437357076,4237,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DHCP,Network,0,6,idrac-509bdv1,"1,3,6,12,15,28,42,43",,,,Normal,Benign
2,1,192.168.3.10,90:b1:1c:51:bd:0f,90:b1:1c,53569,239.2.11.71,01:00:5e:02:0b:47,01:00:5e,8662,17,4,0,0,1563564944250,1563566725834,1781584,439,40762,1563564944250,1563566725834,1781584,439,40762,0,0,0,0,0,90,92.85193621867876,2.461287415198577,110,90,92.85193621867876,2.461287415198577,110,0,0.0,0.0,0,0,4067.5433789954327,6856.824455759906,20020,0,4067.5433789954327,6856.824455759906,20020,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,Normal,Benign
3,1,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,42004,192.168.3.31,08:00:27:27:e1:36,08:00:27,9200,6,4,0,0,1563564938213,1563566723386,1785173,256,169368,1563564938213,1563566723386,1785173,130,139314,1563564938214,1563566723386,1785172,126,30054,66,661.5937500000002,860.3156779265819,4041,66,1071.646153846153,1044.7514140852618,4041,66,238.5238095238095,167.83738388264825,435,0,7000.678431372545,12744.77521875146,35055,5,13838.5503875969,15065.030407246755,35055,4,14281.375999999991,15096.976018322564,35055,0,0,0,0,256,130,0,0,0,0,0,0,130,65,0,0,0,0,0,0,126,65,0,0,HTTP,Web,0,6,192.168.3.31,,,Go-http-client/1.1,application/json,Normal,Benign
4,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,34159,8.8.8.8,00:0e:0c:b4:40:5e,00:0e:0c,53,17,4,0,0,1563565004554,1563565004568,14,4,416,1563565004554,1563565004554,0,2,148,1563565004568,1563565004568,0,2,268,74,104.0,34.79463560186637,138,74,74.0,0.0,74,130,134.0,5.656854249492381,138,0,4.666666666666666,8.082903768654761,14,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Canonical,Network,0,6,ntp.ubuntu.com,,,,,Normal,Benign
5,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,55379,91.189.91.157,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563565004569,1563565004569,0,1,90,1563565004569,1563565004569,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
6,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,37368,91.189.89.199,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563565014800,1563565014800,0,1,90,1563565014800,1563565014800,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
7,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,54374,91.189.89.198,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563565025054,1563565025054,0,1,90,1563565025054,1563565025054,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
8,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,46109,91.189.94.4,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563565035304,1563565035304,0,1,90,1563565035304,1563565035304,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
9,0,192.168.3.29,08:00:27:7d:1f:56,08:00:27,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1563565035629,1563565098710,63081,7,574,1563565035629,1563565098710,63081,7,574,0,0,0,0,0,82,82.0,0.0,82,82,82.0,0.0,82,0,0.0,0.0,0,1000,10513.5,11873.667584196552,32031,1000,10513.5,11873.667584196552,32031,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,_pgpkey-hkp._tcp.local,,,,,Normal,Benign
