id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,activity,stage
0,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,22,192.168.3.1,00:0e:0c:b4:40:5e,00:0e:0c,48115,6,4,0,0,1563474681604,1563474683436,1832,9,938,1563474681604,1563474683436,1832,4,568,1563474681605,1563474683436,1831,5,370,66,104.22222222222224,43.77721375835201,186,106,142.0,35.47769252173352,186,66,74.0,17.88854381999832,106,0,229.0,645.2877541952006,1826,0,610.6666666666666,1052.513816219689,1826,0,457.75,912.1697119140348,1826,0,0,0,0,9,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,1,0,0,SSH,RemoteAccess,1,1,,,,,,Normal,Benign
1,1,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,22,192.168.3.1,00:0e:0c:b4:40:5e,00:0e:0c,59591,6,4,0,0,1563474681605,1563476481604,1799999,9908738,1041093548,1563474681605,1563476481604,1799999,6605552,823021152,1563474681605,1563476481604,1799999,3303186,218072396,66,105.068228466625,47.23919842790524,3866,106,124.59536341550124,46.93871510900053,3866,66,66.01880608599643,0.8671159085589808,106,0,0.1816577632446836,0.3973434450990827,31,0,0.2724979339346632,0.461485252968823,32,0,0.5449283040459484,0.5340498476978109,32,0,0,0,0,9908738,6607105,0,0,0,0,0,0,6605552,6605552,0,0,0,0,0,0,3303186,1553,0,0,SSH,RemoteAccess,0,1,,,,,,Normal,Benign
2,1,192.168.3.10,90:b1:1c:51:bd:0f,90:b1:1c,53569,239.2.11.71,01:00:5e:02:0b:47,01:00:5e,8662,17,4,0,0,1563474682859,1563476463362,1780503,434,40308,1563474682859,1563476463362,1780503,434,40308,0,0,0,0,0,90,92.87557603686636,2.4595015858476352,110,90,92.87557603686636,2.4595015858476352,110,0,0.0,0.0,0,0,4112.016166281757,6996.069730452173,20020,0,4112.016166281757,6996.069730452173,20020,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,Normal,Benign
3,1,0.0.0.0,5c:f9:dd:f6:9e:36,5c:f9:dd,68,255.255.255.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,67,17,4,0,0,1563474683312,1563476481312,1798000,1305,433290,1563474683312,1563476481312,1798000,1305,433290,0,0,0,0,0,331,332.0229885057467,2.49405894458001,342,331,332.0229885057467,2.49405894458001,342,0,0.0,0.0,0,0,1378.8343558282197,1344.8772011891942,5223,0,1378.8343558282197,1344.8772011891942,5223,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DHCP,Network,0,6,idrac-49l0dz1,"1,3,6,12,15,28,42,43",,,,Normal,Benign
4,1,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,42004,192.168.3.31,08:00:27:27:e1:36,08:00:27,9200,6,4,0,0,1563474683889,1563476479151,1795262,262,169097,1563474683889,1563476479151,1795262,134,138103,1563474683895,1563476479151,1795256,128,30994,66,645.4083969465646,819.4127401396489,2145,66,1030.619402985075,992.184729910368,2145,66,242.1406250000001,168.7364685446781,415,0,6878.398467432953,12630.729998782788,35002,4,13498.21052631579,14973.434128711357,35002,5,14135.87401574803,15027.222886033926,35002,0,0,0,0,262,134,0,0,0,0,0,0,134,67,0,0,0,0,0,0,128,67,0,0,HTTP,Web,0,6,192.168.3.31,,,Go-http-client/1.1,application/json,Normal,Benign
5,0,192.168.3.33,08:00:27:9a:1e:ea,08:00:27,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1563475932068,1563475932068,0,1,87,1563475932068,1563475932068,0,1,87,0,0,0,0,0,87,87.0,0.0,87,87,87.0,0.0,87,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,_ipps._tcp.local,,,,,Unknown,Unknown
6,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,33015,8.8.8.8,00:0e:0c:b4:40:5e,00:0e:0c,53,17,4,0,0,1563475935799,1563475935813,14,4,416,1563475935799,1563475935799,0,2,148,1563475935813,1563475935813,0,2,268,74,104.0,34.79463560186637,138,74,74.0,0.0,74,130,134.0,5.656854249492381,138,0,4.666666666666666,8.082903768654761,14,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Canonical,Network,0,6,ntp.ubuntu.com,,,,,Normal,Benign
7,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,36336,91.189.91.157,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563475935813,1563475935813,0,1,90,1563475935813,1563475935813,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
8,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,39577,91.189.89.198,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563475946049,1563475946049,0,1,90,1563475946049,1563475946049,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
9,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,48277,91.189.94.4,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563475956299,1563475956299,0,1,90,1563475956299,1563475956299,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
